source,model,domain,difficulty,count,em,bleu,rouge1,rouge2,rougeL,rougeLsum,gpt4_score
rougeEM,old-server-old-curriculum,legal,h,30,0.06666666666666667,0.03906152919811306,0.09205235310498469,0.03888888888888889,0.08915343915343915,0.086588693957115,0.1
rougeEM,old-server-old-curriculum,legal,m,33,0.030303030303030304,0.042737820960450035,0.27277167277167275,0.18043749180112817,0.2581968902127005,0.2564485982470172,0.1625
rougeEM,old-server-old-curriculum,legal,ood,20,0.05,0.0,0.1634920634920635,0.03333333333333333,0.13611111111111113,0.13968253968253969,0.35
rougeEM,old-server-old-curriculum,legal,overall,180,0.25,0.3307641880192687,0.378898766884172,0.23568326825679764,0.36926947939790433,0.37025015754394164,0.4111111111111111
rougeEM,old-server-old-curriculum,maple-Biology,e,50,0.48,0.19667518352963445,0.5757175053929617,0.3537333522579424,0.5670687549997895,0.5711892750026624,0.58
rougeEM,old-server-old-curriculum,maple-Biology,h,55,0.2727272727272727,0.36169768284580694,0.3323633913902171,0.18417192563534027,0.3307584405306681,0.3331910507597396,0.5
rougeEM,old-server-old-curriculum,maple-Biology,m,25,0.68,0.4804829064629002,0.68,0.28,0.68,0.68,0.34375
rougeEM,old-server-old-curriculum,maple-Biology,ood,10,0.3,0.290510117877074,0.4178158985837807,0.3095238095238095,0.3781478825184996,0.3808128385302298,0.3
rougeEM,old-server-old-curriculum,maple-Biology,overall,140,0.42142857142857143,0.3408103504130856,0.4860555959143241,0.2711165007856331,0.4824187809724188,0.48395672918917665,0.4785714285714286
rougeEM,old-server-old-curriculum,maple-Chemistry,e,50,0.58,0.8033475781299602,0.6863442113442113,0.44725,0.6681818181818181,0.6664113664113664,0.62
rougeEM,old-server-old-curriculum,maple-Chemistry,h,52,0.40384615384615385,0.39091853306062435,0.4278922573452728,0.2554945054945055,0.4279806215290086,0.423216276477146,0.46511627906976744
rougeEM,old-server-old-curriculum,maple-Chemistry,m,28,0.6428571428571429,0.350602756654323,0.6428571428571429,0.25,0.6428571428571429,0.6428571428571429,0.5675675675675675
rougeEM,old-server-old-curriculum,maple-Chemistry,ood,10,0.1,0.2975090873425007,0.37561337905156233,0.32745261984392415,0.387456643160596,0.3858934247697915,0.2
rougeEM,old-server-old-curriculum,maple-Chemistry,overall,140,0.4928571428571429,0.5509782609095285,0.5618981945889714,0.3286404072118358,0.5535863025863026,0.5543423660348319,0.5285714285714286
rougeEM,old-server-old-curriculum,maple-Materials_Science,e,50,0.56,0.4057153039718474,0.6974191690662279,0.4465660866910866,0.6855858357328946,0.685570684217743,0.62
rougeEM,old-server-old-curriculum,maple-Materials_Science,h,56,0.19642857142857142,0.1656302794341254,0.2718922504899396,0.11224489795918367,0.2743876717353608,0.2760754301720688,0.4222222222222222
rougeEM,old-server-old-curriculum,maple-Materials_Science,m,24,0.6666666666666666,0.9426151476815119,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.42857142857142855
rougeEM,old-server-old-curriculum,maple-Materials_Science,ood,10,0.2,0.29767649824529424,0.26195488721804516,0.2303030303030303,0.2540476190476191,0.2454761904761905,0.2
rougeEM,old-server-old-curriculum,maple-Materials_Science,overall,140,0.40714285714285714,0.35496881294746047,0.4887673329054355,0.29474128563414276,0.48792171463113526,0.4907124469834554,0.4785714285714286
rougeEM,old-server-old-curriculum,maple-Medicine,e,50,0.4,0.2335669566492431,0.6056797477032771,0.29446106618748125,0.5756361716714657,0.5771972302207596,0.64
rougeEM,old-server-old-curriculum,maple-Medicine,h,54,0.37037037037037035,0.45924483910504044,0.4333543556156514,0.25044091710758376,0.4297605081918807,0.42989684725618227,0.5
rougeEM,old-server-old-curriculum,maple-Medicine,m,26,0.5769230769230769,0.6097811051659124,0.5769230769230769,0.3076923076923077,0.5769230769230769,0.5769230769230769,0.4411764705882353
rougeEM,old-server-old-curriculum,maple-Medicine,ood,10,0.3,0.32175352176489963,0.4353846153846153,0.4,0.4267832167832168,0.423076923076923,0.4
rougeEM,old-server-old-curriculum,maple-Medicine,overall,140,0.4142857142857143,0.35780352591616965,0.5246848702083448,0.2881097801439416,0.5084546155646814,0.5126040307275237,0.5285714285714286
rougeEM,old-server-old-curriculum,maple-Physics,e,50,0.62,0.22546010987387505,0.6853598218794472,0.5122857142857142,0.6799262924561092,0.6801782976239663,0.52
rougeEM,old-server-old-curriculum,maple-Physics,h,52,0.23076923076923078,0.12503909567065827,0.26147047397047396,0.14423076923076922,0.2589695027195027,0.25693473193473193,0.46808510638297873
rougeEM,old-server-old-curriculum,maple-Physics,m,28,0.6071428571428571,0.6302611055344274,0.6071428571428571,0.25,0.6071428571428571,0.6071428571428571,0.48484848484848486
rougeEM,old-server-old-curriculum,maple-Physics,ood,10,0.2,0.1401110093081682,0.25632286070927046,0.2,0.2558494379184035,0.2590825030277363,0.2
rougeEM,old-server-old-curriculum,maple-Physics,overall,140,0.44285714285714284,0.2655650523996166,0.48423072433714515,0.3008523409363746,0.4811490917906911,0.479955839475651,0.4714285714285714
rougeEM,old-server-vanilla,amazon,e,80,0.825,0.7272851541528743,0.8430555555555556,0.19821428571428573,0.8430555555555556,0.84375,0.825
rougeEM,old-server-vanilla,amazon,h,40,0.075,0.00024024752425379068,0.10665465429032922,0.034605221004577295,0.10610200264652661,0.10473506036149532,0.125
rougeEM,old-server-vanilla,amazon,m,40,0.175,0.41133786098232544,0.27535714285714286,0.1862247474747475,0.2791666666666667,0.275,0.23076923076923078
rougeEM,old-server-vanilla,amazon,ood,40,0.0,0.02036531064978675,0.09779402441617735,0.03949007200477789,0.08450206229243756,0.08552023875349292,0.125
rougeEM,old-server-vanilla,amazon,overall,200,0.38,0.02700336934688435,0.4325990898279234,0.1331980918369039,0.43234624229783847,0.43136918836997096,0.425
rougeEM,old-server-vanilla,biomedical,e,100,0.53,0.3196455778651232,0.5814529914529915,0.35704545454545455,0.58,0.5758974358974358,0.52
rougeEM,old-server-vanilla,biomedical,h,20,0.0,0.0,0.0,0.0,0.0,0.0,0.09375
rougeEM,old-server-vanilla,biomedical,m,150,0.1,0.0,0.13396825396825396,0.06,0.13164285714285712,0.13406349206349205,0.5
rougeEM,old-server-vanilla,biomedical,ood,0,,,,,,,
rougeEM,old-server-vanilla,biomedical,overall,270,0.2518518518518518,0.20751841716270156,0.2900280378058156,0.16565656565656564,0.28896554063220725,0.28913727219282775,0.26666666666666666
rougeEM,old-server-vanilla,dblp,e,70,0.5714285714285714,0.66875860755777,0.6992436718277054,0.3974505256648113,0.6905408830198746,0.6938702917064261,0.6714285714285714
rougeEM,old-server-vanilla,dblp,h,60,0.21666666666666667,0.17700103787962135,0.25397759103641454,0.11111111111111112,0.25232959850606906,0.25435107376283844,0.2682926829268293
rougeEM,old-server-vanilla,dblp,m,20,0.25,0.0,0.25,0.1,0.25,0.25,0.1794871794871795
rougeEM,old-server-vanilla,dblp,ood,0,,,,,,,
rougeEM,old-server-vanilla,dblp,overall,150,0.38666666666666666,0.4336550602669914,0.46649894658718183,0.2395620490620491,0.45664980009097655,0.456830520242285,0.43333333333333335
rougeEM,old-server-vanilla,goodreads,e,130,0.6153846153846154,0.45273503011327965,0.7012732233717067,0.2072196370022457,0.700540639251785,0.7017668694744992,0.7615384615384615
rougeEM,old-server-vanilla,goodreads,h,70,0.05714285714285714,0.000941120892598331,0.07563584663118197,0.002668183011110139,0.0747724438274579,0.07417809558047761,0.0
rougeEM,old-server-vanilla,goodreads,m,30,0.5333333333333333,0.24657476413476603,0.5333333333333333,0.13333333333333333,0.5333333333333333,0.5333333333333333,0.37142857142857144
rougeEM,old-server-vanilla,goodreads,ood,10,0.0,0.0,0.02222222222222222,0.0,0.02222222222222222,0.02222222222222222,0.0
rougeEM,old-server-vanilla,goodreads,overall,240,0.4166666666666667,0.16461193752047318,0.4698770934652444,0.1284607055538623,0.4693624240001828,0.4696266663997001,0.5208333333333334
rougeEM,old-server-vanilla,legal,e,96,0.53125,0.5829913164614853,0.616648342156485,0.4016758400959622,0.6181217284618289,0.6146754597148525,0.7714285714285715
rougeEM,old-server-vanilla,legal,h,30,0.03333333333333333,0.0,0.08325396825396825,0.005555555555555555,0.07753968253968253,0.07968253968253969,0.0
rougeEM,old-server-vanilla,legal,m,33,0.06060606060606061,0.08657815138870553,0.19696969696969696,0.12121212121212122,0.18911564625850338,0.1930426716141002,0.2
rougeEM,old-server-vanilla,legal,ood,20,0.0,0.0,0.08059163059163058,0.01111111111111111,0.07122113997113996,0.07187049062049063,0.35
rougeEM,old-server-vanilla,legal,overall,180,0.3,0.3231946093426029,0.3914438779946494,0.237202936508626,0.38490101619021977,0.3855486495490019,0.42777777777777776
rougeEM,old-server-vanilla,maple-Biology,e,50,0.52,0.19436092758511223,0.6174837546354575,0.3726666666666667,0.6061683053788317,0.6098985586137289,0.64
rougeEM,old-server-vanilla,maple-Biology,h,55,0.34545454545454546,0.5589587068358972,0.42527024235488187,0.24363636363636365,0.42682241130516985,0.4268940336338456,0.4583333333333333
rougeEM,old-server-vanilla,maple-Biology,m,25,0.48,0.12663317445972216,0.5,0.13333333333333333,0.5,0.5,0.34375
rougeEM,old-server-vanilla,maple-Biology,ood,10,0.1,0.11961296941344923,0.22725791184654873,0.12420382165605096,0.21113666419496158,0.20256658352188794,0.1
rougeEM,old-server-vanilla,maple-Biology,overall,140,0.4142857142857143,0.34418546739021866,0.4937088257200429,0.26010419454405964,0.4894592443399196,0.48762818864901963,0.4714285714285714
rougeEM,old-server-vanilla,maple-Chemistry,e,50,0.68,0.5610321328672722,0.7295244755244754,0.3937043512043512,0.7325128205128205,0.7320372960372958,0.84
rougeEM,old-server-vanilla,maple-Chemistry,h,52,0.38461538461538464,0.5898776114519907,0.42461538461538456,0.34615384615384615,0.42461538461538456,0.4230769230769231,0.4186046511627907
rougeEM,old-server-vanilla,maple-Chemistry,m,28,0.5,0.4087290774789231,0.5,0.17857142857142858,0.5,0.5,0.3783783783783784
rougeEM,old-server-vanilla,maple-Chemistry,ood,10,0.0,0.0337881903011763,0.1639050751964694,0.038974358974358976,0.1232453298003503,0.11900654144472478,0.0
rougeEM,old-server-vanilla,maple-Chemistry,overall,140,0.4857142857142857,0.4690674937800494,0.5302327277884129,0.3044829144285666,0.5285804532118662,0.5266092876371302,0.5285714285714286
rougeEM,old-server-vanilla,maple-Materials_Science,e,50,0.62,0.39949845651119426,0.7018245614035088,0.4393650793650794,0.7020526315789474,0.7027192982456141,0.68
rougeEM,old-server-vanilla,maple-Materials_Science,h,56,0.2857142857142857,0.2778490090920974,0.31176957962672247,0.17857142857142858,0.31475994243851385,0.31126482644339787,0.37777777777777777
rougeEM,old-server-vanilla,maple-Materials_Science,m,24,0.4166666666666667,0.0,0.4393939393939394,0.22222222222222224,0.4393939393939394,0.4393939393939394,0.4
rougeEM,old-server-vanilla,maple-Materials_Science,ood,10,0.0,0.0,0.0506878187558547,0.00909090909090909,0.04991760052735662,0.047369920351306744,0.0
rougeEM,old-server-vanilla,maple-Materials_Science,overall,140,0.40714285714285714,0.3110294237229107,0.4571785782811824,0.26850778190063906,0.45481792197957616,0.4567955322872341,0.4642857142857143
rougeEM,old-server-vanilla,maple-Medicine,e,50,0.46,0.2557261407498756,0.5692738927738927,0.2753488372093023,0.5644778554778555,0.5667051282051283,0.62
rougeEM,old-server-vanilla,maple-Medicine,h,54,0.3333333333333333,0.4132200556256111,0.4195825984714874,0.2695708961432232,0.415802201913313,0.4124132863021752,0.4782608695652174
rougeEM,old-server-vanilla,maple-Medicine,m,26,0.5,0.34880304552418473,0.5384615384615384,0.2564102564102564,0.5288461538461539,0.5288461538461539,0.20588235294117646
rougeEM,old-server-vanilla,maple-Medicine,ood,10,0.1,0.11448860245129137,0.17130743525480369,0.1,0.16482142857142856,0.16424603174603175,0.1
rougeEM,old-server-vanilla,maple-Medicine,overall,140,0.39285714285714285,0.3651580971853578,0.4731129032830161,0.25820937359147256,0.47312095986720054,0.4737829353186496,0.4357142857142857
rougeEM,old-server-vanilla,maple-Physics,e,50,0.68,0.19103271359683696,0.7350424242424244,0.4633333333333333,0.7337987878787879,0.7301890909090909,0.64
rougeEM,old-server-vanilla,maple-Physics,h,52,0.23076923076923078,0.3079190896206153,0.2967737736120089,0.18281718281718284,0.28690846823679306,0.29125103246426776,0.46808510638297873
rougeEM,old-server-vanilla,maple-Physics,m,28,0.5,0.4720533929678529,0.5,0.17857142857142858,0.5,0.5,0.30303030303030304
rougeEM,old-server-vanilla,maple-Physics,ood,10,0.2,0.34185947418680207,0.4065546713822576,0.33636363636363636,0.4197760094311819,0.4196610669024463,0.3
rougeEM,old-server-vanilla,maple-Physics,overall,140,0.44285714285714284,0.27372933429994684,0.49814395567168557,0.29456354234228793,0.501121596868199,0.4987408399267278,0.4785714285714286
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,amazon,e,80,0.8375,0.3856960967585793,0.89,0.21160714285714288,0.8875,0.8912500000000001,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,amazon,h,40,0.05,0.0015152820103562534,0.142266280578568,0.04637529765061674,0.1321686270764506,0.13209359232197265,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,amazon,m,40,0.325,0.49423583645434815,0.4663672438672438,0.3528872863247864,0.466664862914863,0.47372113997113996,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,amazon,ood,40,0.0,0.0062950876066435145,0.05920452458158605,0.025163625163625164,0.05498352449851701,0.054870940762994744,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,amazon,overall,200,0.41,0.02418750781839284,0.48968878293767915,0.16993203839176307,0.48948751739492025,0.48715221778690754,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,biomedical,e,100,0.55,0.539827475473436,0.6409623054963611,0.3484790523096975,0.6382635837674535,0.6436441394862447,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,biomedical,h,20,0.0,0.0,0.0,0.0,0.0,0.0,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,biomedical,m,150,0.12,0.006726649354330121,0.15319052273890982,0.05466666666666666,0.1528499743983615,0.15592943257459385,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,biomedical,ood,0,,,,,,,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,biomedical,overall,270,0.27037037037037037,0.21981899394020388,0.32378683066699754,0.1595625850763246,0.3260133514999134,0.32438273319100464,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,goodreads,e,130,0.6307692307692307,0.05380609846596219,0.6680753658376548,0.19652610718166907,0.6686034410530737,0.6671918697473536,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,goodreads,h,70,0.11428571428571428,0.0,0.1339308984638123,0.003617810760667904,0.13116013834116746,0.13260627895509763,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,goodreads,m,30,0.43333333333333335,0.0832352350152103,0.4988888888888889,0.08333333333333333,0.4983333333333333,0.4988888888888889,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,goodreads,ood,10,0.0,0.036854149836161906,0.023529411764705882,0.0,0.023529411764705882,0.023529411764705882,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-150_400steps-H100_v2,goodreads,overall,240,0.42916666666666664,0.0382564908770014,0.4635133307143604,0.11832464888807825,0.46225429197581935,0.4636760986600908,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,amazon,e,80,0.75,0.6048664504408716,0.8,0.19875,0.7994318181818182,0.7988636363636363,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,amazon,h,40,0.05,0.0018083081691612523,0.11675590454550237,0.038417074920635605,0.11410058402833974,0.11831868693400471,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,amazon,m,40,0.35,0.3345850247456154,0.49033820346320345,0.3035210403631456,0.49014069264069265,0.4871536796536797,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,amazon,ood,40,0.0,0.01337717278234055,0.05597154715883801,0.019459439196281302,0.04824507773262314,0.04867058726052628,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,amazon,overall,200,0.38,0.038699899867995186,0.4525414426654444,0.15320774562935222,0.45135341124697964,0.4511958541783467,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,biomedical,e,100,0.15,0.12213182862498842,0.23853372771019832,0.07243055555555555,0.2378598656245715,0.23906772965596493,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,biomedical,h,20,0.05,0.0,0.05,0.0,0.05,0.05,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,biomedical,m,150,0.08666666666666667,0.0,0.12401439006975339,0.04666666666666667,0.1240547541654808,0.12384411589947923,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,biomedical,ood,0,,,,,,,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,biomedical,overall,270,0.10740740740740741,0.052565190555555,0.1626197607695109,0.05226766117969822,0.16159485753968644,0.1607104169983832,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,dblp,e,70,0.34285714285714286,0.4288352397971019,0.6081211958467596,0.3403848205949046,0.5967351414249911,0.5940937164339419,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,dblp,h,60,0.18333333333333332,0.1874866068335233,0.21607006020799124,0.1175438596491228,0.21789614121510673,0.2176176792556103,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,dblp,m,20,0.35,0.0,0.35769230769230764,0.2,0.35769230769230764,0.35769230769230764,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,dblp,ood,0,,,,,,,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,dblp,overall,150,0.28,0.3260880857951992,0.41809672999918,0.2313831876184817,0.414759638375337,0.41477327879823334,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,goodreads,e,130,0.46153846153846156,0.11364547445138148,0.5376585427448907,0.13625472923419035,0.5386943162377871,0.5362645131006323,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,goodreads,h,70,0.08571428571428572,0.002248753030038101,0.11205114338906112,0.0003421727972626177,0.10954295210554951,0.11161792699145082,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,goodreads,m,30,0.5333333333333333,0.2894372662831223,0.6148148148148148,0.16785714285714284,0.6133333333333333,0.6081481481481481,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,goodreads,ood,10,0.0,0.0,0.030769230769230764,0.0,0.030769230769230764,0.030769230769230764,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,goodreads,overall,240,0.3416666666666667,0.05009354069448892,0.4029427107894238,0.09547915639059226,0.4030086410159598,0.40053729839354246,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,legal,e,96,0.2916666666666667,0.3187154779435018,0.3965356364355569,0.2552083333333333,0.393188621463078,0.39307870370370374,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,legal,h,30,0.16666666666666666,0.0,0.19594017094017097,0.01111111111111111,0.18846153846153849,0.19401709401709405,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,legal,m,33,0.06060606060606061,0.04319986348281615,0.2507864357864358,0.15012025012025013,0.23694805194805194,0.24202741702741704,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,legal,ood,20,0.0,0.020497684914582173,0.1125,0.03333333333333333,0.1125,0.10535714285714286,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,legal,overall,180,0.19444444444444445,0.20853561372355636,0.3051460739422917,0.16924411471512918,0.2993449901040922,0.3006111857422391,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Biology,e,50,0.32,0.12361088417260564,0.44543373699471256,0.2964500777000777,0.4497777777777777,0.44948251748251744,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Biology,h,55,0.34545454545454546,0.41677318768873023,0.44032850929402656,0.23734643734643734,0.43578528750942547,0.43682167130442984,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Biology,m,25,0.68,0.0,0.68,0.24,0.68,0.68,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Biology,ood,10,0.2,0.1873213028134334,0.2845563039111426,0.2,0.267364818135691,0.265049462713125,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Biology,overall,140,0.38571428571428573,0.22827417126526867,0.47511430929180215,0.25775546713046715,0.47213229505527976,0.46992830306317634,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Chemistry,e,50,0.32,0.40803782363501895,0.5433333333333333,0.3333333333333333,0.5433333333333333,0.5433333333333333,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Chemistry,h,52,0.2692307692307692,0.2718495066946974,0.36922847164782646,0.21153846153846154,0.3683944490396103,0.36593144012498857,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Chemistry,m,28,0.7857142857142857,0.9409866140699692,0.7857142857142857,0.32142857142857145,0.7857142857142857,0.7857142857142857,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Chemistry,ood,10,0.0,0.2094239417090963,0.26076294848527154,0.2,0.2591511936339522,0.25398785425101217,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Chemistry,overall,140,0.37142857142857144,0.3361754980563042,0.5097463606333843,0.27821853741496594,0.511059389135541,0.5065707905022054,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Materials_Science,e,50,0.32,0.32088803353135376,0.5466052631578947,0.37322222222222223,0.5471578947368421,0.541438596491228,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Materials_Science,h,56,0.19642857142857142,0.3748816134856149,0.32397795656724226,0.16071428571428573,0.31844420460491885,0.31811878597592885,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Materials_Science,m,24,0.625,0.6887246539984299,0.625,0.3333333333333333,0.625,0.625,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Materials_Science,ood,10,0.0,0.13619753396120587,0.20465348892593474,0.10808080808080807,0.1920994794679005,0.18840063960806996,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Materials_Science,overall,140,0.3,0.3142954155218855,0.4432838621278471,0.26200757575757583,0.44295489450841063,0.4435530791263874,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Medicine,e,50,0.3,0.16226617531364176,0.5229856013551666,0.26235064935064933,0.5077227555053642,0.5118636363636364,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Medicine,h,54,0.2222222222222222,0.47110724928141157,0.4512948139025725,0.2679495932184104,0.44536096287173876,0.44139270890348475,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Medicine,m,26,0.6923076923076923,0.6230886735220574,0.6923076923076923,0.19230769230769232,0.6923076923076923,0.6923076923076923,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Medicine,ood,10,0.3,0.26020242801880283,0.34111111111111114,0.3052631578947368,0.3467391304347826,0.3486956521739131,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Medicine,overall,140,0.34285714285714286,0.36542035485852187,0.5167270405362409,0.256309235876905,0.5055359440525564,0.5091382060979406,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Physics,e,50,0.26,0.19053025600448073,0.5135200501253132,0.4185671191553545,0.5135536679749688,0.5147639854352863,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Physics,h,52,0.19230769230769232,0.3040107346646628,0.3007978132978133,0.18269230769230768,0.30391899766899766,0.2951777389277389,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Physics,m,28,0.7142857142857143,0.21837769839159357,0.7142857142857143,0.32142857142857145,0.7142857142857143,0.7142857142857143,
rougeEM,ppo-format-e2h_gaussian_beta_0.75_sigma_0.75-graph_aware_newCurriculum-400steps-H100_v2,maple-Physics,ood,10,0.1,0.12020837584009615,0.23874458874458873,0.15476190476190474,0.22997835497835495,0.22043961785341096,
