umap_x,umap_y,domain,level
13.936224,8.368576,medicine,easy
13.880955,8.353732,medicine,easy
14.145547,8.547932,medicine,easy
13.973378,8.483652,medicine,easy
14.048401,8.486692,medicine,easy
13.960737,8.221948,medicine,easy
11.450405,8.92977,medicine,medium
11.30932,8.866386,medicine,medium
11.289171,8.86142,medicine,medium
11.640528,8.893204,medicine,medium
11.322347,8.859587,medicine,medium
11.933056,8.70118,medicine,medium
11.955559,8.880436,medicine,medium
11.694838,8.665638,medicine,medium
11.796026,8.579492,medicine,medium
11.619752,8.701132,medicine,medium
12.189473,12.106878,medicine,medium
12.597698,11.497462,medicine,medium
12.167777,12.141733,medicine,medium
12.564412,11.829046,medicine,medium
12.420678,11.845114,medicine,medium
12.193559,12.052925,medicine,medium
12.0916605,12.181513,medicine,medium
12.963146,11.70251,medicine,medium
12.198923,12.13204,medicine,medium
12.521136,11.609212,medicine,medium
14.754985,13.250244,medicine,medium
14.123306,13.38073,medicine,medium
14.461075,13.453438,medicine,medium
14.5905,13.383767,medicine,medium
14.29124,13.509749,medicine,medium
14.73026,13.236299,medicine,medium
14.581529,13.368298,medicine,medium
14.205296,13.363983,medicine,medium
14.339726,13.523838,medicine,medium
14.240945,13.568835,medicine,medium
13.367491,-1.1198905,medicine,hard
13.375418,-1.0704148,medicine,hard
13.397197,-1.0766268,medicine,hard
13.396073,-1.035996,medicine,hard
13.402549,-1.0602511,medicine,hard
13.374177,-1.0967606,medicine,hard
13.168532,-1.2522388,medicine,hard
13.228539,-1.1624429,medicine,hard
13.35824,-1.1928518,medicine,hard
13.423906,-1.1705912,medicine,hard
15.674486,7.3600125,physics,easy
15.182807,7.3430786,physics,easy
15.39863,7.166232,physics,easy
15.513457,6.9304886,physics,easy
14.608011,7.2889843,physics,easy
15.601877,7.1891117,physics,easy
15.735916,7.3341885,physics,easy
14.806529,7.217635,physics,easy
14.267364,7.251599,physics,easy
15.605646,7.237298,physics,easy
15.235551,7.337586,physics,easy
15.259868,7.2904587,physics,easy
14.8081875,7.4692864,physics,easy
15.01621,7.4188848,physics,easy
15.093547,7.270398,physics,easy
14.90075,7.393071,physics,easy
15.365476,7.2920623,physics,easy
14.832056,7.487288,physics,easy
15.115923,7.220066,physics,easy
15.378448,7.2989254,physics,easy
15.691995,6.847195,physics,medium
15.37785,7.3179026,physics,medium
15.549911,7.0409327,physics,medium
15.461998,7.147244,physics,medium
13.039478,8.268257,physics,medium
15.435388,7.110578,physics,medium
15.33551,6.995381,physics,medium
14.684944,8.352171,physics,medium
15.074019,7.0817795,physics,medium
15.338663,7.211467,physics,medium
15.543342,7.089497,physics,medium
14.832073,7.380562,physics,medium
15.406345,7.1293883,physics,medium
15.465685,7.348107,physics,medium
15.011323,7.474451,physics,medium
15.310049,7.2397127,physics,medium
14.916399,7.4827375,physics,medium
15.373791,7.28738,physics,medium
15.382862,7.1218534,physics,medium
15.316,7.236657,physics,medium
13.224101,11.488942,physics,medium
13.3254175,11.370563,physics,medium
13.339231,11.649048,physics,medium
12.137905,11.496364,physics,medium
12.831327,12.253175,physics,medium
12.890556,12.310414,physics,medium
12.112359,11.3490305,physics,medium
12.102853,11.250632,physics,medium
12.106678,11.207624,physics,medium
12.494697,11.427966,physics,medium
12.665457,11.207272,physics,medium
12.776392,10.98095,physics,medium
12.255524,10.572295,physics,medium
12.230733,10.483477,physics,medium
12.71527,11.124088,physics,medium
12.915567,11.19442,physics,medium
13.49394,11.23017,physics,medium
13.143331,11.566473,physics,medium
12.603338,11.462357,physics,medium
12.172396,10.538553,physics,medium
12.456038,9.322919,physics,medium
12.114218,9.655054,physics,medium
11.918761,9.377191,physics,medium
12.017639,9.100791,physics,medium
12.643792,9.113508,physics,medium
12.038172,9.2833,physics,medium
12.17632,9.1376,physics,medium
12.050771,9.645598,physics,medium
11.989529,9.250857,physics,medium
11.942927,9.223678,physics,medium
15.119444,7.259138,physics,easy
14.421785,7.0529666,physics,easy
13.992233,7.119964,physics,easy
14.109664,8.491522,physics,easy
14.891132,7.234601,physics,easy
14.339677,7.064448,physics,easy
14.756446,6.359036,physics,easy
14.212973,6.808761,physics,easy
14.8924675,7.0547056,physics,easy
15.783615,7.42465,physics,easy
14.303441,7.1100965,physics,easy
14.2209015,7.027611,physics,easy
14.379042,7.0129185,physics,easy
14.508934,7.0967836,physics,easy
14.71084,7.1432815,physics,easy
14.564892,7.072765,physics,easy
14.441877,7.077175,physics,easy
12.675826,8.815783,physics,easy
14.38752,7.02055,physics,easy
14.443972,7.081994,physics,easy
13.697175,8.545438,physics,easy
14.096662,8.442353,physics,easy
14.223641,8.587729,physics,easy
14.044415,8.593838,physics,easy
14.088423,8.813871,physics,easy
14.077865,8.599988,physics,easy
14.293847,8.8415365,physics,easy
14.031963,8.832502,physics,easy
14.046194,8.450546,physics,easy
14.12034,8.648682,physics,easy
11.866851,8.963668,physics,medium
11.829792,8.549933,physics,medium
11.852704,8.674895,physics,medium
11.813961,8.720149,physics,medium
11.823318,8.562921,physics,medium
11.732787,8.695674,physics,medium
11.873917,8.570372,physics,medium
11.879748,8.953555,physics,medium
11.857364,8.627082,physics,medium
11.79735,8.837987,physics,medium
12.211852,12.095702,physics,medium
13.299291,11.847493,physics,medium
13.492332,11.525099,physics,medium
12.460752,12.15447,physics,medium
12.673267,11.600302,physics,medium
12.333981,11.904573,physics,medium
12.563227,11.956438,physics,medium
12.159166,12.139098,physics,medium
12.339879,12.012137,physics,medium
12.655637,11.688817,physics,medium
14.262361,13.555714,physics,medium
14.703624,13.252577,physics,medium
14.755521,13.347526,physics,medium
14.355327,13.472135,physics,medium
14.3601265,13.454486,physics,medium
14.468812,13.446804,physics,medium
14.700719,13.300335,physics,medium
14.37112,13.52215,physics,medium
14.636932,13.332282,physics,medium
14.620601,13.318469,physics,medium
15.965621,7.474027,physics,hard
15.867755,7.400035,physics,hard
15.98375,7.4696555,physics,hard
15.912363,7.3966513,physics,hard
15.909112,7.430326,physics,hard
15.942811,7.4620833,physics,hard
15.693365,7.352543,physics,hard
15.938316,7.4468865,physics,hard
15.985912,7.4250054,physics,hard
15.933221,7.4426475,physics,hard
